filename,name,url,url_basename,status,bytes,sha256,retrieved_utc
ED-to-NICU-PICU-Admission-Criteria.pdf,ED-to-NICU-PICU-Admission-Criteria,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Admission_Criteria_from_Emergency_Department_to_either_NICU_and_PICU.pdf,Admission_Criteria_from_Emergency_Department_to_either_NICU_and_PICU.pdf,downloaded,135136,ac94c6261da1fdd9a648ac0f1bc183466d3900f3729e1f4f36431475ca80a65e,2026-08-30T10:39:24Z
Prevention-of-Cognitive-Impairment.pdf,Prevention-of-Cognitive-Impairment,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Ministry_of_Health_Protocol_for_the_Prevention_of_Cognitive_Impairment.pdf,Ministry_of_Health_Protocol_for_the_Prevention_of_Cognitive_Impairment.pdf,downloaded,686829,fa6f8b1dd9f416a2270b0e3cebb8f6b6ad9d6ea860eb8521e1499dc457c0417b,2026-08-30T10:39:29Z
Alopecia-Areata-Saudi-Consensus-2023.pdf,Alopecia-Areata-Saudi-Consensus-2023,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/AA_Guidelines_Adapted_for_MOH.pdf,AA_Guidelines_Adapted_for_MOH.pdf,downloaded,560185,ceb88cf4fcaf4d4de9747afcbb89a4caa6c58df2b8b56603130255336550a53a,2026-08-30T10:39:30Z
Psoriasis-National-Guidelines.pdf,Psoriasis-National-Guidelines,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Psoriasis_National_Guidelines.pdf,Psoriasis_National_Guidelines.pdf,downloaded,546488,625d2789499690cf3b8c376b0ba5544404022c6edce31d9f4ceb62ed7c95ef69,2026-08-30T10:39:32Z
Circumcision-Policy.pdf,Circumcision-Policy,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Circumcision_Policy.pdf,Circumcision_Policy.pdf,downloaded,271324,7ba5fe4c52d64afd6b80a89e051a0a9132185105d704ef400305308fb6a0bc66,2026-08-30T10:39:33Z
Home-Hemodialysis-Complications.pdf,Home-Hemodialysis-Complications,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Home_Hemodialysis_Complication_Management.pdf,Home_Hemodialysis_Complication_Management.pdf,downloaded,227013,d3a2e6d2caba8e4d0be0982835ef407096d7c738193ae2d5a064398b361b870b,2026-08-30T10:39:34Z
Pharmaceutical-Extemporaneous-Preparations.pdf,Pharmaceutical-Extemporaneous-Preparations,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Pharmaceutical_Extemporaneous_Preparations_Guideline_April_2023.pdf,Pharmaceutical_Extemporaneous_Preparations_Guideline_April_2023.pdf,downloaded,1956660,49a3f63bdb6d39f2bdc29d2ddeea838f5ae0658dc9084de932399f94656a59ff,2026-08-30T10:39:36Z
Preprinted-Chemotherapy-Orders.pdf,Preprinted-Chemotherapy-Orders,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Preprinted_Chemotherapy-Orders_PPOs_MOH.pdf,Preprinted_Chemotherapy-Orders_PPOs_MOH.pdf,downloaded,2628729,01eee79139c12c8f5270397098437ce72a2d47aac0286a51c841b1997262126d,2026-08-30T10:39:38Z
Botulism-Poisoning-Management-v1.1.pdf,Botulism-Poisoning-Management-v1.1,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Comprehensive_Botulism_Poisoning_Management_Protocol_In_Acute_Care_Settings_Version%201.1.pdf,Comprehensive_Botulism_Poisoning_Management_Protocol_In_Acute_Care_Settings_Version 1.1.pdf,downloaded,551669,b77fc6c55c91fdbdeea4b4415f7e5fc9d30b06a2500eb466ddbcc052c92e33f0,2026-08-30T10:39:39Z
Adult-Systemic-Lupus-Erythematosus.pdf,Adult-Systemic-Lupus-Erythematosus,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Saudi_National_Clinical_Practice_Guidelines_for_Management_of_Adult.pdf,Saudi_National_Clinical_Practice_Guidelines_for_Management_of_Adult.pdf,downloaded,663652,5df4eaac40f2c408ceaf842efa25e8424340cbbb86a7abb521ebed0702d36122,2026-08-30T10:39:40Z
Psoriatic-Arthritis-Management.pdf,Psoriatic-Arthritis-Management,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/Management_of_Psoriatic_Arthritis.pdf,Management_of_Psoriatic_Arthritis.pdf,downloaded,1194793,cf1ee4fa85321e876d0e4545c543bfbf807e339080a0cfdc209b69a697dd9025,2026-08-30T10:39:42Z
DVT-Treatment-Adults-2024.pdf,DVT-Treatment-Adults-2024,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/DVT_Deep_Vein_Thrombosis_treatment_protocol_2024.pdf,DVT_Deep_Vein_Thrombosis_treatment_protocol_2024.pdf,downloaded,245209,3242d5d85be541fd5021371bc13e01c2f3fe85ac17d35d3fc226e2475ed53229,2026-08-30T10:39:43Z
Pulmonary-Embolism-Adults.pdf,Pulmonary-Embolism-Adults,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/PE_Pulmonary_Embolism_Protocol.pdf,PE_Pulmonary_Embolism_Protocol.pdf,downloaded,261621,891041718d53514900d2c5b09bf944d25465927b51e60137deae098b2f94b5dc,2026-08-30T10:39:44Z
NICU-Early-Onset-Neonatal-Sepsis.pdf,NICU-Early-Onset-Neonatal-Sepsis,https://www.moh.gov.sa/en/Ministry/MediaCenter/Publications/Documents/NICU_DIAGNOSIS_and_MANAGEMENT_GUIDELINES_of_EOS.pdf,NICU_DIAGNOSIS_and_MANAGEMENT_GUIDELINES_of_EOS.pdf,downloaded,440876,60bd998820901131c7b4fd60e119ec8f9f35b1c4b3e30fa3d670baa376d0b737,2026-08-30T10:39:46Z
